"","MSZoning","LotArea","Street","LotShape","Condition1","Condition2","OverallQual","OverallCond","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","HeatingQC","stFlrS1","stFlrS2","GarageCars","GarageQual","GarageCond","WoodDeckSF","ScreenPorch","PoolArea","Fence","SaleCondition","SalePrice"
"2309","RL",10090,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",364,"TA","TA","Others",242,483,0,"TA",1035,616,1,"TA","TA",460,165,0,"MnPrv","Normal",12.20570447255
"2310","RL",8700,"Pave","IR1","Norm","Norm",5,7,"CompShg","BrkFace",53,"TA","TA","Others",192,0,728,"Gd",888,0,1,"TA","TA",0,0,0,"None","Abnorml",12.0729742172545
"2311","RL",8300,"Pave","IR1","Norm","Norm",6,6,"CompShg","BrkFace",86,"TA","TA","Others",952,0,0,"Gd",952,0,1,"TA","TA",0,0,0,"None","Normal",12.1057987551868
"2312","RL",7200,"Pave","Reg","Norm","Norm",5,3,"CompShg","None",0,"TA","TA","Others",432,0,432,"Fa",1238,0,1,"TA","TA",0,0,0,"None","Normal",12.1121342078959
"2313","RL",7500,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",574,0,466,"Ex",1040,0,1,"TA","TA",0,0,0,"None","Normal",12.0908783918587
"2314","RL",7315,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",625,0,545,"TA",1170,0,1,"TA","TA",0,225,0,"None","Normal",12.06367315938
"2315","RL",7903,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",739,0,503,"Gd",1242,0,1,"TA","TA",0,0,0,"None","Family",12.0828984953738
"2316","RL",8000,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",1098,154,125,"TA",1377,0,1,"TA","TA",0,0,0,"MnPrv","Normal",12.1207445309005
"2317","RL",6600,"Pave","Reg","Pos","Pos",5,5,"CompShg","None",0,"TA","TA","Others",110,442,312,"Gd",864,0,1,"TA","TA",58,0,0,"None","Normal",12.0359718112592
"2318","RL",6760,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",734,0,162,"TA",936,0,1,"TA","TA",24,0,0,"None","Normal",12.101250491586
"2319","RM",6978,"Pave","Reg","Artery","Norm",5,7,"CompShg","None",0,"Gd","Gd","Others",0,0,850,"TA",960,0,2,"TA","TA",0,0,0,"None","Normal",11.9868011392819
"2320","RM",6000,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",276,0,569,"TA",866,430,2,"TA","TA",0,0,0,"None","Normal",12.0741773103608
"2321","RM",4480,"Pave","Reg","Artery","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",782,0,240,"TA",1022,0,1,"TA","Fa",0,0,0,"MnPrv","Normal",11.9414218602612
"2322","RM",3153,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",0,0,967,"Gd",967,0,1,"Fa","TA",0,0,0,"None","Normal",11.9602210774764
"2323","RM",7200,"Pave","Reg","Norm","Norm",5,8,"CompShg","Stone",279,"TA","TA","Others",0,0,808,"Ex",1072,0,2,"TA","TA",0,0,0,"None","Normal",11.9963543535613
"2324","RM",9000,"Pave","Reg","Norm","Norm",5,8,"CompShg","None",0,"TA","TA","Others",130,0,550,"Ex",680,494,2,"TA","TA",116,0,0,"MnPrv","Normal",12.0246100406945
"2325","RM",5925,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","Others",122,448,0,"Gd",761,380,1,"Fa","Fa",0,0,0,"None","Normal",12.0606372890852
"2326","RM",9639,"Pave","Reg","Artery","Norm",4,8,"CompShg","None",0,"TA","TA","PConc",0,0,1075,"Ex",1156,642,2,"TA","TA",0,0,0,"MnPrv","Normal",12.173106850178
"2327","RM",10337,"Pave","IR1","Norm","Norm",8,9,"CompShg","None",0,"Gd","Gd","Others",0,0,725,"Ex",909,863,2,"TA","TA",0,0,0,"MnPrv","Normal",12.1096286019659
"2328","RM",9863,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",196,210,322,"TA",914,728,1,"TA","TA",0,0,0,"None","Abnorml",12.163923658325
"2329","RM",4571,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",168,0,448,"Ex",616,616,2,"Fa","Fa",280,0,0,"None","Normal",12.0515763020246
"2330","RM",8398,"Pave","Reg","Norm","Norm",6,8,"CompShg","None",0,"TA","TA","Others",259,0,667,"TA",991,659,2,"TA","TA",128,0,0,"None","Normal",12.1250007072854
"2331","RM",3600,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","Gd","Others",316,0,371,"Gd",687,671,1,"TA","TA",0,0,0,"MnPrv","Partial",12.0468614884644
"2332","RM",13500,"Pave","Reg","Norm","Norm",7,8,"CompShg","None",0,"TA","Gd","PConc",0,0,819,"TA",1312,1142,2,"TA","TA",0,0,0,"MnPrv","Normal",12.1255259776076
"2333","RL",6854,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","Gd","PConc",317,227,212,"TA",916,144,1,"Fa","TA",0,150,0,"None","Normal",11.9284754267646
"2334","RM",8674,"Pave","Reg","RR","Artery",5,6,"CompShg","None",0,"TA","TA","Others",910,0,0,"TA",910,525,1,"TA","TA",0,0,0,"None","Normal",12.0789748484335
"2335","RM",6125,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","Gd","Others",306,0,422,"Ex",728,546,1,"Fa","TA",0,0,0,"None","Normal",12.0500793130611
"2336","RM",6000,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",276,0,324,"Ex",608,624,1,"TA","TA",0,0,0,"GdWo","Normal",12.0421532159326
"2337","RM",6120,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"Gd","TA","Others",0,0,884,"Ex",884,0,1,"TA","TA",0,0,0,"MnPrv","Normal",11.996874090069
"2338","RM",6240,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",52,0,809,"Gd",861,548,2,"TA","TA",225,0,0,"None","Normal",12.0514010998018
"2339","RM",6240,"Pave","Reg","Norm","Norm",5,8,"CompShg","None",0,"TA","Gd","Others",48,0,624,"Ex",899,423,1,"TA","TA",0,0,0,"MnPrv","Normal",12.1496861589038
"2340","RM",6240,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",0,0,966,"Ex",1014,412,1,"Fa","TA",174,0,0,"GdPrv","Normal",12.0768682982759
"2341","RM",6120,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",351,0,405,"Gd",903,378,2,"TA","TA",25,0,0,"None","Normal",12.0036609556324
"2342","RM",7755,"Pave","Reg","Norm","Norm",6,8,"CompShg","None",0,"TA","Gd","Others",0,0,1100,"Ex",1100,1164,1,"TA","TA",0,0,0,"MnPrv","Normal",12.1537606568973
"2343","RL",8850,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","Gd","PConc",0,0,768,"Ex",752,624,2,"TA","TA",0,0,0,"None","Normal",12.0746589570911
"2344","RL",8550,"Pave","Reg","RR","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",0,0,750,"TA",960,356,2,"TA","TA",0,0,0,"None","Family",12.1904289175025
"2345","RM",5700,"Pave","IR1","Feedr","Norm",7,6,"CompShg","None",0,"TA","TA","Others",336,0,336,"Gd",672,672,2,"TA","TA",0,0,0,"GdPrv","Normal",12.0833733334879
"2346","RM",5680,"Pave","Reg","Norm","Norm",5,4,"CompShg","None",0,"TA","TA","Others",0,0,592,"TA",933,240,1,"TA","Fa",0,0,0,"MnPrv","AdjLand",12.083150813253
"2347","RM",5680,"Pave","Reg","Norm","Norm",5,3,"CompShg","None",0,"TA","TA","Others",0,0,969,"TA",969,245,1,"TA","TA",0,0,0,"MnPrv","AdjLand",12.0051227160138
"2348","RM",13200,"Pave","Reg","Norm","Norm",6,6,"CompShg","BrkFace",234,"TA","TA","Others",375,0,366,"Fa",1497,797,2,"TA","TA",0,0,0,"None","Normal",12.2676074551571
"2349","RM",9780,"Pave","Reg","Norm","Norm",7,9,"CompShg","None",0,"TA","Ex","Others",354,398,224,"Ex",976,976,1,"TA","TA",285,216,0,"None","Normal",12.1688220355367
"2350","RM",10320,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",375,0,763,"Gd",1138,1042,2,"TA","TA",0,0,0,"None","Normal",12.1094443646472
"2351","RM",4330,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","Others",681,127,0,"TA",838,477,2,"TA","TA",0,0,0,"None","Abnorml",12.0226031756269
"2352","RL",12888,"Pave","Reg","Feedr","Norm",7,8,"CompShg","None",0,"TA","Gd","Others",288,0,717,"TA",1262,1005,2,"TA","TA",521,0,0,"None","Normal",12.1309595562195
"2353","RL",4484,"Pave","IR1","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",485,0,187,"TA",778,504,1,"TA","TA",0,0,0,"MnPrv","Normal",11.976830021362
"2354","RL",11235,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",925,0,0,"TA",999,0,1,"TA","TA",40,0,0,"MnPrv","Normal",12.1071891913139
"2355","RL",11235,"Pave","Reg","Norm","Norm",5,5,"CompShg","BrkFace",30,"TA","TA","Others",785,0,635,"Gd",1452,0,2,"TA","TA",92,0,0,"None","Normal",12.082394918859
"2356","RL",14299,"Pave","Reg","Feedr","Norm",4,3,"CompShg","None",0,"TA","TA","Others",513,144,348,"TA",1005,0,2,"TA","TA",0,0,0,"MnPrv","Normal",12.1632658422088
"2357","RL",14149,"Pave","IR1","Norm","Norm",5,8,"CompShg","BrkFace",50,"Gd","Gd","Others",68,722,190,"TA",1020,0,2,"TA","TA",0,0,0,"None","Normal",12.150106893189
"2358","RL",11677,"Pave","IR1","Norm","Norm",5,4,"CompShg","BrkFace",442,"TA","TA","Others",249,761,30,"TA",1040,0,1,"TA","TA",0,0,0,"MnPrv","Normal",12.1058911142529
"2359","RL",8425,"Pave","Reg","Feedr","Norm",5,6,"CompShg","None",0,"TA","TA","Others",748,0,20,"Gd",868,0,2,"TA","TA",138,0,0,"GdPrv","Normal",12.011111781496
"2360","RL",8665,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",89,"TA","TA","Others",168,288,420,"TA",897,0,1,"TA","TA",0,0,0,"None","Normal",12.0662472659465
"2361","RL",8398,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",323,"TA","Gd","Others",114,529,300,"TA",943,0,2,"TA","TA",132,0,0,"None","Normal",12.0174822469901
"2362","RL",8169,"Pave","Reg","Feedr","Norm",5,7,"CompShg","None",0,"TA","Gd","Others",216,435,261,"Ex",912,0,1,"TA","TA",204,0,0,"MnPrv","Normal",12.0982380695229
"2363","RL",14175,"Pave","Reg","Pos","Pos",5,5,"CompShg","None",0,"TA","TA","Others",386,522,332,"Gd",1375,0,1,"TA","TA",0,0,0,"None","Normal",12.1904498459445
"2364","RL",16779,"Pave","Reg","Feedr","Norm",5,4,"CompShg","BrkFace",356,"TA","Fa","Others",267,0,404,"Fa",1567,1087,2,"TA","TA",128,0,0,"None","Normal",12.2432052411619
"2365","RL",6960,"Pave","Reg","Norm","Norm",7,8,"CompShg","None",0,"TA","TA","Others",258,0,422,"Ex",798,504,1,"TA","TA",0,126,0,"MnPrv","Normal",12.0070116497183
"2366","RL",11375,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",736,0,231,"TA",1299,0,2,"TA","TA",81,0,0,"None","Normal",12.1504511991269
"2367","RL",11075,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",136,"TA","TA","PConc",299,891,0,"Ex",1522,0,2,"TA","TA",0,168,0,"GdPrv","Normal",12.0993215870955
"2368","RL",17541,"Pave","IR1","Norm","Norm",5,7,"CompShg","None",0,"TA","Gd","Others",300,0,109,"Ex",1325,0,2,"TA","TA",0,0,0,"None","Normal",12.1960206681379
"2369","RL",22692,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",587,0,486,"TA",1630,0,2,"TA","TA",0,0,0,"None","Normal",12.2244893633669
"2370","RL",17808,"Pave","Reg","Feedr","Norm",4,5,"CompShg","None",0,"TA","TA","Others",0,0,484,"TA",1242,0,1,"TA","TA",0,0,0,"None","Normal",12.1294575547935
"2371","RL",12671,"Pave","IR1","Norm","Norm",6,7,"CompShg","Stone",300,"TA","Gd","Others",353,0,935,"Ex",2422,0,2,"TA","TA",0,144,0,"None","Normal",12.2144931348656
"2372","RL",10512,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",491,0,497,"Ex",988,638,1,"TA","TA",366,0,0,"None","Normal",12.1115231920316
"2373","RL",5400,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",453,0,411,"TA",864,0,1,"TA","TA",0,0,0,"None","Normal",12.0546445510438
"2374","RL",3869,"Pave","Reg","Norm","Norm",5,6,"CompShg","BrkFace",149,"Gd","Ex","Others",283,755,0,"Gd",1038,0,1,"TA","TA",0,0,0,"None","Normal",11.9691899847428
"2375","RL",9280,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",557,0,785,"Ex",1342,0,1,"TA","TA",0,0,0,"None","Normal",12.1637021223107
"2376","RL",11100,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","PConc",1080,0,0,"TA",1080,400,1,"TA","TA",0,0,0,"None","Normal",12.1990451102914
"2377","RL",7550,"Pave","Reg","Norm","Norm",4,5,"CompShg","None",0,"Fa","Fa","Others",0,0,951,"Fa",986,376,1,"Fa","TA",0,0,0,"MnPrv","Normal",12.1398971248468
"2378","RL",23920,"Pave","Reg","Feedr","Norm",6,5,"CompShg","None",0,"TA","TA","Others",0,0,1105,"Ex",1105,717,2,"TA","TA",0,0,444,"None","Normal",12.303720971555
"2379","RL",9317,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","Gd","PConc",497,0,282,"Ex",1029,929,2,"TA","TA",202,0,0,"None","Normal",12.1107423672974
"2380","RL",9178,"Pave","Reg","Norm","Norm",8,5,"CompShg","Stone",306,"Gd","TA","PConc",0,0,1643,"Ex",1651,0,3,"TA","TA",204,0,0,"None","Partial",12.1213355279342
"2381","RL",10481,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",0,0,2140,"Ex",2140,0,3,"TA","TA",136,0,0,"None","Partial",12.1172437907256
"2382","RL",10235,"Pave","IR1","Norm","Norm",8,5,"CompShg","Stone",306,"Gd","TA","PConc",0,0,1643,"Ex",1651,0,3,"TA","TA",192,0,0,"None","Partial",12.1325927863384
"2383","RL",11750,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",204,"Gd","TA","PConc",20,0,1526,"Ex",1546,0,3,"TA","TA",144,0,0,"None","Normal",12.1307986911212
"2384","RL",8760,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",132,"Gd","TA","PConc",36,0,1453,"Ex",1500,0,2,"TA","TA",144,0,0,"None","Normal",12.0985622521033
"2385","RL",7242,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,1270,"Ex",1270,0,2,"TA","TA",0,0,0,"None","Normal",12.01039206073
"2386","RL",9316,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,879,"Ex",879,916,2,"TA","TA",164,0,0,"None","Normal",12.1287986363999
"2387","RL",8883,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",360,"Gd","TA","PConc",608,321,0,"Ex",946,927,2,"TA","TA",108,144,0,"GdPrv","Normal",12.0937468946462
"2388","RL",20064,"Pave","IR1","Norm","Norm",8,6,"Others","None",0,"Gd","TA","Others",51,915,0,"Ex",1743,0,2,"TA","TA",646,0,0,"None","Normal",11.9887099183141
"2389","RL",14217,"Pave","IR2","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",550,0,472,"Gd",1022,0,2,"TA","TA",0,0,0,"None","Normal",12.1681776551188
"2390","RL",10021,"Pave","IR1","Norm","Norm",6,6,"CompShg","None",0,"TA","Gd","PConc",539,0,96,"Ex",646,662,2,"TA","TA",142,0,0,"None","Normal",12.10619839435
"2391","RL",8428,"Pave","IR2","Norm","Norm",5,7,"CompShg","None",0,"TA","Gd","PConc",420,0,570,"Ex",990,0,1,"TA","TA",256,0,0,"None","Normal",12.1010728509331
"2392","RL",16561,"Pave","IR2","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",549,0,548,"Ex",1097,0,1,"TA","TA",306,0,0,"GdPrv","Normal",12.1862321042236
"2393","RL",10820,"Pave","IR2","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",342,0,646,"Ex",988,885,2,"TA","TA",202,0,0,"None","Normal",12.1026708715016
"2394","RL",12352,"Pave","IR2","Norm","Norm",7,5,"CompShg","BrkFace",290,"Gd","TA","PConc",638,0,215,"Ex",853,900,2,"TA","TA",0,0,0,"None","Normal",12.1192500894547
"2395","RL",9543,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,845,"Ex",845,845,2,"TA","TA",0,0,0,"None","Normal",12.082405817671
"2396","RL",8826,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",144,"Gd","TA","PConc",841,0,144,"Ex",985,857,2,"TA","TA",193,0,0,"None","Normal",12.1054133991562
"2397","RL",11800,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",663,0,201,"TA",894,0,2,"TA","TA",0,0,0,"None","Family",12.1431651102455
"2398","RL",8660,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",113,"TA","Gd","Others",502,0,513,"TA",1025,0,2,"TA","TA",127,0,0,"None","Normal",12.1036053094782
"2399","RL",8982,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",539,0,501,"TA",1040,0,2,"TA","TA",0,0,0,"MnPrv","Normal",12.0698283157989
"2400","RL",16300,"Pave","IR1","Norm","Norm",5,4,"CompShg","None",0,"TA","TA","Others",60,417,399,"TA",907,0,1,"TA","TA",0,0,0,"MnPrv","Normal",12.149121184726
"2401","RL",9675,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",330,432,102,"TA",879,0,2,"TA","TA",0,0,0,"None","Normal",12.1266444638328
"2402","RL",7200,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",671,0,193,"Gd",864,0,2,"Gd","Ex",155,0,0,"None","Normal",12.0999227935284
"2403","RL",7200,"Pave","Reg","Norm","Norm",4,8,"CompShg","None",0,"TA","Gd","Others",385,0,0,"Gd",875,0,2,"TA","TA",352,0,0,"None","Normal",12.1060471404264
"2404","RL",11354,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",1412,0,261,"Ex",1673,0,2,"TA","TA",306,116,0,"None","Normal",12.0962246673123
"2405","RL",8749,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",654,0,325,"Ex",992,940,2,"TA","TA",0,0,0,"None","Normal",12.0984417169872
"2406","RL",8158,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",214,"Gd","TA","PConc",0,0,860,"Ex",860,869,2,"TA","TA",386,0,0,"None","Normal",12.1042528746006
"2407","RL",11927,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",519,"Gd","TA","PConc",408,465,683,"Ex",1592,0,2,"TA","TA",120,0,0,"None","Normal",12.1326748103414
"2408","RL",12728,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",256,"Gd","TA","PConc",1198,0,333,"Ex",1531,908,2,"TA","TA",184,0,0,"None","Normal",12.1816469069139
"2409","RL",15295,"Pave","IR3","Norm","Norm",7,5,"CompShg","BrkFace",254,"Gd","TA","PConc",762,0,98,"Ex",1212,780,2,"TA","TA",225,0,0,"None","Normal",12.1677193112064
"2410","RL",17227,"Pave","IR2","Norm","Norm",8,5,"CompShg","BrkFace",158,"Gd","TA","PConc",915,0,426,"Ex",1341,0,2,"TA","TA",240,0,0,"None","Normal",12.0088441026494
"2411","RL",8145,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,738,"Ex",738,738,2,"TA","TA",0,0,0,"None","Partial",12.0918008425697
"2412","RL",8769,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",709,0,460,"Ex",1190,0,2,"TA","TA",100,0,0,"None","Normal",12.048101243766
"2413","RL",8334,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"Gd","TA","PConc",0,0,1330,"Ex",1330,0,2,"TA","TA",0,0,0,"None","Partial",12.1000449401193
"2414","RL",8333,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,738,"Gd",738,753,2,"TA","TA",100,0,0,"None","Normal",12.0876730040459
"2415","RL",9045,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"Gd","TA","PConc",0,0,768,"Ex",768,768,2,"TA","TA",0,0,0,"None","Normal",12.1016801534681
"2416","RL",9825,"Pave","Reg","Norm","Norm",5,5,"CompShg","BrkFace",162,"TA","TA","Others",936,0,0,"Gd",936,0,1,"TA","TA",405,0,0,"None","Abnorml",12.0473307128508
"2417","RL",8308,"Pave","Reg","Norm","Norm",4,6,"CompShg","Stone",20,"TA","Gd","Others",132,841,115,"TA",1088,0,2,"TA","TA",0,0,0,"None","Normal",12.0164122509611
"2418","RL",16287,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","Gd","Others",130,105,666,"TA",901,450,2,"TA","TA",0,100,0,"None","Normal",12.1834780743029
"2419","RL",8240,"Pave","Reg","Norm","Norm",6,6,"CompShg","Stone",198,"TA","TA","Others",0,0,1179,"Gd",1179,0,2,"TA","TA",0,0,0,"GdPrv","Normal",12.015603049533
"2420","RL",6285,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","Fa","Others",504,0,456,"TA",1044,0,2,"TA","Fa",228,0,0,"None","Normal",12.0583423969083
"2421","RL",7023,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",611,0,123,"Gd",734,674,2,"TA","TA",0,0,0,"None","Normal",12.0730557634703
"2422","RL",39290,"Pave","IR1","Norm","Norm",10,5,"CompShg","Stone",1224,"Ex","TA","PConc",4010,0,1085,"Ex",5095,0,3,"TA","TA",546,0,0,"None","Partial",12.3494859077436
"2423","RM",3675,"Pave","Reg","Norm","Norm",6,5,"CompShg","Stone",76,"TA","TA","PConc",467,0,80,"Ex",1072,0,2,"TA","TA",0,0,0,"None","Normal",11.9526321806892
"2424","RL",6400,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",77,831,52,"Ex",960,0,1,"TA","TA",144,0,0,"None","Normal",12.0336361250337
"2425","RL",10042,"Pave","Reg","Norm","Norm",6,8,"CompShg","None",0,"TA","TA","Others",144,278,238,"TA",740,125,1,"TA","TA",0,0,0,"None","Normal",12.0498302589896
"2426","RL",8172,"Pave","Reg","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","Others",544,0,224,"TA",768,0,1,"TA","TA",0,0,0,"MnPrv","Normal",12.0214599277984
"2427","RL",8172,"Pave","Reg","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","Others",682,0,182,"TA",864,0,2,"TA","TA",196,0,0,"None","Family",12.1165625202493
"2428","RL",7223,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",319,0,971,"TA",1422,0,1,"TA","TA",0,0,0,"MnPrv","Normal",12.0689850951628
"2429","RL",6821,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",113,0,538,"Gd",759,539,1,"TA","TA",216,0,0,"None","Normal",12.0120710399999
"2430","RL",4000,"Pave","Reg","Norm","Norm",7,8,"CompShg","None",0,"TA","TA","Others",246,0,285,"TA",567,531,1,"TA","TA",0,0,0,"MnPrv","Normal",11.9638080407514
"2431","RL",6720,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",0,0,585,"TA",851,585,1,"TA","TA",184,0,0,"None","Normal",12.0632920641151
"2432","RL",7155,"Pave","Reg","Norm","Norm",6,8,"CompShg","None",0,"TA","TA","Others",0,0,686,"TA",686,775,1,"TA","TA",0,0,0,"MnPrv","Normal",12.0870617677379
"2433","RL",7230,"Pave","Reg","Norm","Norm",7,7,"CompShg","None",0,"TA","TA","Others",0,0,851,"Gd",867,851,2,"TA","TA",291,153,0,"GdPrv","Normal",12.177147257431
"2434","RL",7810,"Pave","IR1","Norm","Norm",4,6,"CompShg","None",0,"TA","Gd","Others",189,0,741,"Ex",1230,525,1,"Fa","TA",0,0,0,"None","Normal",12.1886423368463
"2435","RL",6221,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",533,0,195,"Ex",760,595,2,"TA","TA",0,144,0,"MnPrv","Normal",12.0953430673736
"2436","RL",25485,"Pave","IR1","Norm","Norm",6,4,"CompShg","BrkFace",423,"TA","Fa","Others",540,1020,0,"TA",1560,0,2,"TA","TA",0,0,0,"None","Normal",12.2616208110296
"2437","RL",21579,"Pave","IR1","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","PConc",813,0,675,"Ex",1488,0,2,"TA","TA",0,0,0,"None","Normal",12.2460449940924
"2438","RM",1782,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","Gd","Others",330,0,186,"Gd",529,516,2,"TA","TA",180,0,0,"MnPrv","Normal",11.9781297290861
"2439","RL",17871,"Pave","IR2","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","PConc",0,0,1680,"Gd",1680,0,2,"TA","TA",152,0,0,"None","Normal",12.2587605139381
"2440","RM",3907,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"TA","TA","Others",577,0,427,"Gd",1020,0,2,"TA","TA",135,0,0,"None","Normal",11.8507975056813
"2441","RL",20693,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",652,"TA","TA","Others",434,0,1262,"Ex",1696,0,2,"TA","TA",0,0,0,"GdWo","Normal",12.1994430637506
"2442","RL",18044,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","Others",0,0,279,"Gd",2726,0,2,"Gd","Gd",216,0,228,"None","Normal",12.1378934291547
"2443","RM",7000,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",375,0,345,"Gd",720,495,2,"TA","TA",0,0,0,"MnPrv","Normal",12.0727972066259
"2444","RM",3672,"Pave","Reg","Artery","Norm",5,7,"CompShg","None",0,"TA","TA","Others",0,0,816,"Ex",816,0,1,"Fa","Fa",0,0,0,"None","Normal",11.980669394051
"2445","C (all)",6565,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","Others",967,0,106,"Gd",1073,0,2,"TA","TA",0,0,0,"None","Abnorml",12.0867449221555
"2446","C (all)",6060,"Pave","Reg","Norm","Norm",5,9,"CompShg","None",0,"Gd","TA","Others",737,0,100,"Ex",1001,0,1,"TA","Po",154,0,0,"None","Normal",12.0230407375951
"2447","RM",5568,"Pave","IR1","Norm","Norm",8,5,"CompShg","Stone",473,"Gd","TA","PConc",1573,0,0,"Gd",1625,0,2,"TA","TA",123,153,0,"None","Partial",12.0105147704722
